Cód. de Barras;Produto;Fabricante;Classificação Principal
0619205572238;LACBIFLOR BBETA COLI 20ML;SOLARIS PHARMA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
618231387182;LACBIFLOR C/ 4 SACHES;SOLARIS PHARMA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7896004755519;LACDAY 10.000UFCC C/30 CP - PBM;LEGRAND PHARMA-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-PBM
7896004762098;LACDAY 10.000UFCC C/8 CP - PBM;LEGRAND PHARMA-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-PBM
7896004759975;LACDAY 60TABLE DISP;LEGRAND PHARMA-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7896004766850;LACDAY GOTAS 30ML - PBM;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896269900563;LACIPIL 4 MG C/ 14 CP;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7898582270347;LACMAX  AMEIXA C/ 120 ML;GALLIA-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
7898537890026;LACMAX FRUTAS VERM C/ 120 ML;GALLIA-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7896685303368;LACNEW 10.000FCC C/30 CP;HEBRON-OL;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896112171911;LACOSAMIDA 100MG C/28 CP;TEUTO S/A-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896112171867;LACOSAMIDA 50MG C/14 CP;TEUTO S/A-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7892953003879;LACOTEM 100 MG C/ 28 CP REV;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7892953208823;LACOTEM 100MG C 30 CP;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7892953208809;LACOTEM 50MG C/ 30 CP;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7908020501183;LACPLUS CIFARMA S/ AMEIXA 120ML;CIFARMA LTDA;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7908020501176;LACPLUS XPE 120ML SALADA FRUTAS;CIFARMA LTDA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7896676432855;LACRIBELL COL 15ML SOL OFT;LATINOFARMA INDUSTRIAS FARMACEUTICAS LTD;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896006291398;LACRIFILM 5 MG/ML SOL OFT C/ 10 ML;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896006290216;LACRIFILM 5 MG/ML SOL OFT C/ 15 ML;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-COLÍRIOS E LUBRIFICANTES/OTOLÓGICOS
7896006291381;LACRIFILM 5 MG/ML SOL OFT C/ 5 ML;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7897316800188;LACRIL 14 MG/ML SOL OFT 15 ML;ALLERGAN PRODUTOS FARMACEUTICOS LTDA;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7896094906181;LACRILAX 5MG/ML;HYPERA PHARMA - OL PP;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-COLÍRIOS E LUBRIFICANTES/OTOLÓGICOS
7896094906051;LACRILAX 5MG/ML SOL OFT FR GTS X 15ML;HYPERA PHARMA - OL PP;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
300651418477;LACRIMA PLUS SOL OFT C/ 15 ML;ALCON CONS;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7622210558312;LACTA TRUFAS 103,5G DARK;MONDELEZ BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7895296323017;LACTANON 10.000 FCC C/30 CP;MULTILAB IND DE MED LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7894916501163;LACTIPAN 100 MG C/ 12 CAP GEL DURA;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7894916501170;LACTIPAN 200 MG C/ 6 CAP GEL DURA;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7894916501187;LACTIPAN 200 MG C/ 6 ENV 1 G;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896094904118;LACTO PURGA 5 MG C/ 16 CP REV(HYP);HYPERA PHARMA-OL CH;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
272858;LACTO PURGA 5 MG C/ 16 CP REV(HYP)-27285;HYPERA PHARMA-OL CH;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
7896094999497;LACTO PURGA 5MG C/12 CP;HYPERA PHARMA-OL CH;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
7896094917491;LACTO PURGA LEVE 120ML AMEIXA;HYPERA PHARMA-OL CH;PRINCIPAL > USO E CONSUMO > .......
7896094917507;LACTO PURGA LEVE 120ML S/SABOR;HYPERA PHARMA-OL CH;PRINCIPAL > USO E CONSUMO > .......
7896094903234;LACTO PURGA>>>>> C/6 CP 5 MG;HYPERA PHARMA-OL CH;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP/FR
7896023743306;LACTOBEM 10.000 U.FCC 30 cpr;CATARINENSE - NUTRIÇAO;PRINCIPAL > SUPLEMENTOS > SUPLE- BONIFICADOS
7898341000017;LACTOFOS SIMBIOTICO C/ 15 SACHES C/ 6 G;HERBARIUM-OL;PRINCIPAL > USO E CONSUMO > .......
619205572207;LACTOGERMINA PED 250 MG C/ 10 ML;SOLARIS PHARMA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
0619205572191;LACTOGERMINA PRO 500 MG C/ 10 ML;SOLARIS PHARMA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7897947612808;LACTOLINEA 667MG SOL OR FR 120ML AMEIXA;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7897947615236;LACTOLINEA 667MG SOL OR FR 120ML SAL FRUTA;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
;LACTON>>>>> 5 MG C/ 4 CP;SOBRAL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP/FR
7896637026802;LACTOSIL 10.000 FCC ALU CX C/30 CP;APSEN FARMACEUTICA S.A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7896637026307;LACTOSIL 10000 C/ 30 SACHES;APSEN FARMACEUTICA S.A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7896637026901;LACTOSIL 4.000 FCC C/ 30 TABS;APSEN FARMACEUTICA S.A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7896637034937;LACTOSIL 4.500 FCC C/ 30 TABS;APSEN FARMACEUTICA S.A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7896637026291;LACTOSIL 4000 C/ 30  SACHES;APSEN FARMACEUTICA S.A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896637032247;LACTOSIL FLORA C/30 CP;APSEN FARMACEUTICA S.A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
7896637032261;LACTOSIL FLORA C/8 CAP;APSEN FARMACEUTICA S.A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
7896112103608;LACTRAT 9.000 UFCC C/30 CP;TEUTO S/A-SIC;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7897930760226;LACTREX LOCAO C/ 120 ML;GALDERMA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7899620910645;LACTU-Z 667MG/ML  AMEIXA  LACTULOSE 120ML;GLOBO HUDSON REPRESENTAÇÃO EIRELLI;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7899620910669;LACTU-Z 667MG/ML 120ML;GLOBO HUDSON REPRESENTAÇÃO EIRELLI;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7899620910652;LACTU-Z 667MG/ML FRUTAS VERM 120ML;GLOBO HUDSON REPRESENTAÇÃO EIRELLI;PRINCIPAL > SIMILAR > VAZIO
7898277712480;LACTUGOLD FRT VERMELHAS 120ML;ARTE NATIVA PROD NATURAIS;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7898277712473;LACTUGOLD XPE 120 ML AMEIXA;ARTE NATIVA PROD NATURAIS;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7894164005925;LACTULAXY 120ML AMEIXA;AIRELA IND FARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7894164005932;LACTULAXY 120ML SALADA FRUTA;AIRELA IND FARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7894164005949;LACTULAXY 120ML SUS SEM SABOR;AIRELA IND FARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7898557141054;LACTULIFE 120ML AMEIXA;NATULAB LAB  LTDA-SIC;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7898557141061;LACTULIFE 120ML SALADA DE FRUTAS;NATULAB LAB  LTDA-SIC;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7896004779089;LACTULIV 120ML S/SABOR;LEGRAND PHARMA-SIC;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7896004723334;LACTULIV XPE 120 ML AMEIXA;LEGRAND PHARMA-SIC;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7896004768472;LACTULIV XPE 120 ML SALADA DE FRUT;LEGRAND PHARMA-SIC;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7896004768465;LACTULIV XPE 667MG/ML AMEIXA 120ML;LEGRAND PHARMA-SIC;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7897411600010;LACTULONA XPE 10 ENV 15 ML AMEIXA;DAIICHI SANKYO BRASIL FARMACUTICA LT;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7897411600027;LACTULONA XPE 10 ENV 15 ML SALADA F;DAIICHI SANKYO BRASIL FARMACUTICA LT;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7897411610750;LACTULONA XPE 120 ML AMEIXA;DAIICHI SANKYO BRASIL FARMACUTICA LT;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
7897411610767;LACTULONA XPE 120 ML SALADA DE FRUT;DAIICHI SANKYO BRASIL FARMACUTICA LT;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-GASTRO
7898716451802;LACTULOSE 667 MG/ML C/ 120 ML AMEIXA;DOMINA FARMA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7898947017365;LACTULOSE POLIMAIS XPE 667MG/ML C/ 120ML AMEIXA;NUTRIEX IND DE COSMETICOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7898633381299;LACTULOSE POLIMAIS XPE 667MG/ML C/ 120ML PAPAYA;NUTRIEX IND DE COSMETICOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GASTRO
7896112406631;LACTULOSE S/SABOR 120ML;BIOLAB SANUS-SIC-OL;PRINCIPAL > GENERICO > GENERICO-OTC/MIP
7898014563689;LACTUNAT XPE 120 ML AMEIXA;PHARMASCIENCE LABORATORIOS LTDA;PRINCIPAL > USO E CONSUMO > .......
7897595900180;LADOGAL 100 MG C/ 50 CAP;SANOFI  AVENTIS RX -SIC;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7897595900203;LADOGAL 200 MG C/ 30 CAP;SANOFI  AVENTIS RX -SIC;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7898934727161;LADYSLIM 42 CAPSULAS  SMART LIFE;A DEFINIR;PRINCIPAL > SIMILAR > VAZIO
7899620915114;LAGRIMALIV SOL OFTALMICA 15ML;GLOBO HUDSON REPRESENTAÇÃO EIRELLI;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > COLIRIOS
;LAKA 20G CRT(MON);MONDELEZ BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-CHOCOLATES
;LAKA 20G CRT(MON)-35631;MONDELEZ BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896523217048;LAKEMED SOL TOP FR 30ML;CIMED INDUSTRIA DE MEDICAMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-RX > DOR E FEBRE
7898075315289;LAKEONE SOL TOP FR 30ML (OF);CIMED INDUSTRIA DE MEDICAMENTOS LTDA;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7898636191055;LAKESIA ESMALTE C/ 7 ML;GENOMMA LAB;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-LINHA TÓPICA
7898636192397;LAKESIA ESMALTE DUO QUINOA C/ 9 ML;GENOMMA LAB;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-LINHA TÓPICA
7898636192571;LAKESIA PRO CR ANTIFUNGICO 20G;GENOMMA LAB;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-LINHA TÓPICA
7898949409458;LAKESIA SOL TOP SPRAY 30 ML;GENOMMA LAB;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-LINHA TÓPICA
7898636193943;LAKESIAPES CREM ANTIFUNG 20G;GENOMMA LAB;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-LINHA TÓPICA
7896094210837;LAKOS 100MG C/30 COMP REV;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896094210844;LAKOS 100MG C/60 COMP REV;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896094210875;LAKOS 150MG C/60 COMP REV;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896094210905;LAKOS 200MG C/60 COMP REV;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896094210929;LAKOS 50MG C/30 COMP REV;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896094210936;LAKOS 50MG C/60 COMP REV;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896269901188;LAMICTAL 100 MG C/ 30 CP;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896269901195;LAMICTAL 25 MG C/ 30 CP;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896269901201;LAMICTAL 50 MG C/ 30 CP;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896015516826;LAMICTAL DISPERSIVEL 100 MG C/ 30 CP - PBM - PBM;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896015516833;LAMICTAL DISPERSIVEL 200 MG C/ 30 CP - PBM;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896015516802;LAMICTAL DISPERSIVEL 25 MG C/ 30 CP - PBM - PBM;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896015516819;LAMICTAL DISPERSIVEL 50 MG C/ 30 CP - PBM;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7897517917548;LAMINA BARBEAR ENOX C/4 PLATINIUM;BELLIZ IND. COM. IMP. E EXP. EIRELI;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-APARELHOS DE BARBEAR
7897517917593;LAMINA BARBEAR ENOX C/4 SUPER;BELLIZ IND. COM. IMP. E EXP. EIRELI;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-APARELHOS DE BARBEAR
70330709003;LAMINA BIC C/5 CHROME PLATINUM;BIC AMAZONAS SA;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-APARELHOS DE BARBEAR
;LAMINA BIC C/5 CHROME PLATINUM(BIC);BIC AMAZONAS SA;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-APARELHOS DE BARBEAR
7896007988310;LAMINA FIAT LUX C/1 FLEXOR;BELLIZ - ENOX;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7891151028691;LAMINA FREEGELLS EXTRA FORTE;A DEFINIR;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7891151028714;LAMINA FREEGELLS HORTELA;A DEFINIR;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7891151028738;LAMINA FREEGELLS MENTA;A DEFINIR;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
;LAMINA GILLETTE C/5 PLATINUM;P&G PROCTER E GAMBLE - GILLETTE;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-APARELHOS DE BARBEAR
7891051015210;LAMINA GILLETTE WILKINSON INOX C/ 3 UNID;P&G PROCTER E GAMBLE - GILLETTE;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-APARELHOS DE BARBEAR
;LAMINA PAPERMINT EXT.FORTE 12UN;FINI -SANCHEZ CANO SA;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;LAMINA PAPERMINT HORT 12UN(FIN);FINI -SANCHEZ CANO SA;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;LAMINA PAPERMINT HORT 12UN(FIN)-26868;FINI -SANCHEZ CANO SA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;LAMINA PAPERMINT HORTELA 12UN;DANILLA FOODS BRASIL LTDA;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
;LAMINA PAPERMINT MENTA 12UN;DANILLA FOODS BRASIL LTDA;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7897169206830;LAMINA SANTA CLARA C/ 10 SUPORTE CALOSIDADE;SANTA CLARA;PRINCIPAL > PERFUMARIA > PERF-CUIDADOS UNHAS > PERF-UNHAS-ACESSÓRIOS
7897517907051;LAMINAS ENOX DESBASTE CALOS;BELLIZ IND. COM. IMP. E EXP. EIRELI;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-APARELHOS DE BARBEAR
7896261009745;LAMISIL 10 MG/G CR DERM 15 G;NOVARTIS BIOCIENCIAS S.A;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896261001725;LAMISIL 250 MG C/ 14 CP;NOVARTIS BIOCIENCIAS S.A;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896261001763;LAMISIL 250 MG C/ 28 CP;NOVARTIS BIOCIENCIAS S.A;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896261009011;LAMISILATE 10 MG/G CR DERM 30 G;NOVARTIS BIOCIENCIAS S.A;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896261003989;LAMISILATE 10 MG/ML SPRAY 30 ML;NOVARTIS BIOCIENCIAS S.A;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896261012295;LAMISILATE UMA VEZ 10 MG/G CR DERM 4 G;NOVARTIS BIOCIENCIAS S.A;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
8902220105454;LAMITOR 100 MG C/ 30 CP;TORRENT DO BRASIL LTDA;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
8902220106734;LAMITOR 25 MG C/ 30 CP;TORRENT DO BRASIL LTDA;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
8902220105447;LAMITOR 50 MG C/ 30 CP;TORRENT DO BRASIL LTDA;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
8903855076393;LAMITOR CD 100 MG C/ 60 CP;TORRENT DO BRASIL LTDA;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
8902220106758;LAMITOR CD 100MG 30CP;ZANOTTI;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
8902220113107;LAMITOR CD 50 MG C/ 30 CP;TORRENT DO BRASIL LTDA;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896422546751;LAMOTRIGINA  50MG C/ 30 CP (MED) ;MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896422546782;LAMOTRIGINA 100 MG C/ 30 CP (MED);MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7898146820865;LAMOTRIGINA 100 MG C/ 30 CP(ACT);ACTAVIS FARMACEUTICA LTDA.;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7898569760298;LAMOTRIGINA 100 MG C/ 30 CP(ALT);ALTHAIA S/A IND FARM LTDA;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7891317473709;LAMOTRIGINA 100 MG C/ 30 CP(EUR);EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896422520201;LAMOTRIGINA 100 MG C/ 30 CP(MED);MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7899547509571;LAMOTRIGINA 100 MG C/ 30 CP(PRA);PRATI DONADUZZI-REP;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7897076911780;LAMOTRIGINA 100 MG C/ 30 CP(RAN);RANBAXY;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896112138501;LAMOTRIGINA 100 MG C/ 30 CP(TEU);TEUTO S/A-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896112131052;LAMOTRIGINA 100 MG C/ 30 CP(TEU)-9338;TEUTO S/A-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
8902220107939;LAMOTRIGINA 100 MG C/ 30 CP(TOR);TORRENT DO BRASIL LTDA;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7898940658435;LAMOTRIGINA 100 MG C/ 30 CP(ZYD);ZYDUS BRASIL;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896112138518;LAMOTRIGINA 100 MG C/ 60 CP;TEUTO S/A-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7899095254619;LAMOTRIGINA 100MG 30CPR;GEOLAB IND FARM;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7897406119909;LAMOTRIGINA 100MG C/30CP;BIOCHIMICO INDUSTRIA FARMACEUTICA;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7898146820803;LAMOTRIGINA 25 MG C/ 30 CP(ACT);ACTAVIS FARMACEUTICA LTDA.;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7891317473648;LAMOTRIGINA 25 MG C/ 30 CP(EUR);EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896422520188;LAMOTRIGINA 25 MG C/ 30 CP(MED);MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7899547509458;LAMOTRIGINA 25 MG C/ 30 CP(PRA);PRATI DONADUZZI-REP;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7897076911766;LAMOTRIGINA 25 MG C/ 30 CP(RAN);RANBAXY;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
8902220107915;LAMOTRIGINA 25 MG C/ 30 CP(TOR);TORRENT DO BRASIL LTDA;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7896422546775;LAMOTRIGINA 25MG C/ 30 CP (MED);MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7897406119893;LAMOTRIGINA 25MG C/30CP;BIOCHIMICO INDUSTRIA FARMACEUTICA;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
7898569760267;LAMOTRIGINA 50 MG C/ 30 CP(ALT);ALTHAIA S/A IND FARM LTDA;PRINCIPAL > GENERICO > GENERICO-CONTROLADO
